,Institute,Academic Program Name,Quota,Seat Type,Gender,CR2016,CR2017,CR2018,CR2019,CR2020,CR2022
3731,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",JK,SC,Female-only (including Supernumerary),,,,,39010.0,
3732,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",JK,ST,Gender-Neutral,,,,,6770.0,7632.0
3733,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",JK,ST,Female-only (including Supernumerary),,,,,13957.0,5204.0
3734,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",LA,OPEN,Gender-Neutral,,,,,417662.0,366321.0
3735,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,38837.0,42308.0,45192.0,43019.0,48711.0,56532.0
3736,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),,,48941.0,50906.0,55658.0,59665.0
3737,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,722.0,,,,3205.0,
3738,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,,,,5649.0,8385.0,8552.0
3739,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),,,,7206.0,9981.0,9902.0
3740,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,12179.0,13170.0,13936.0,13185.0,15528.0,16468.0
3741,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),,,20050.0,17398.0,21330.0,23369.0
3742,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6695.0,7907.0,8358.0,7443.0,8578.0,8285.0
3743,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),,,11290.0,8991.0,12557.0,10575.0
3744,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,3064.0,5090.0,3757.0,3417.0,3303.0,3003.0
3745,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),,,7507.0,5061.0,4092.0,4190.0
3746,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",JK,OPEN,Gender-Neutral,,,,,76330.0,74142.0
3747,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",JK,OPEN,Female-only (including Supernumerary),,,,,96181.0,85882.0
3748,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",JK,OPEN (PwD),Gender-Neutral,,,,,823.0,812.0
3749,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",JK,EWS,Gender-Neutral,,,,,23083.0,31006.0
3750,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",JK,EWS (PwD),Gender-Neutral,,,,,225.0,
3751,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",JK,OBC-NCL,Gender-Neutral,,,,,243351.0,324323.0
3752,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",JK,OBC-NCL,Female-only (including Supernumerary),,,,,247595.0,224735.0
3753,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",JK,SC,Gender-Neutral,,,,,25968.0,21207.0
3754,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",JK,SC,Female-only (including Supernumerary),,,,,24986.0,20875.0
3755,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",JK,ST,Gender-Neutral,,,,,3101.0,4816.0
3756,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",JK,ST,Female-only (including Supernumerary),,,,,5707.0,2181.0
3757,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",LA,OPEN,Gender-Neutral,,,,,213872.0,260492.0
3758,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",LA,OPEN,Female-only (including Supernumerary),,,,,194677.0,287490.0
3759,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,36008.0,40853.0,44070.0,43477.0,49716.0,56294.0
3760,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),,,49796.0,53013.0,59539.0,67801.0
3761,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,819.0,1343.0,,3007.0,3313.0,2274.0
3762,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,,,,5608.0,8602.0,8621.0
3763,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),,,,7214.0,10192.0,9975.0
3764,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11557.0,12570.0,13490.0,12867.0,15254.0,16753.0
3765,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),,,20310.0,19921.0,21332.0,24159.0
3766,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5269.0,7302.0,7330.0,7243.0,8384.0,7826.0
3767,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),,,8196.0,8985.0,12575.0,10585.0
3768,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2153.0,2741.0,3068.0,2193.0,2797.0,2698.0
3769,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),,,2114.0,4488.0,5673.0,3454.0
3770,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",JK,OPEN,Gender-Neutral,,,,,33374.0,28058.0
3771,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",JK,OPEN,Female-only (including Supernumerary),,,,,49690.0,39816.0
3772,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",JK,OPEN (PwD),Gender-Neutral,,,,,563.0,384.0
3773,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",JK,EWS,Gender-Neutral,,,,,12768.0,11426.0
3774,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",JK,OBC-NCL,Gender-Neutral,,,,,45039.0,33621.0
3775,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",JK,OBC-NCL,Female-only (including Supernumerary),,,,,86715.0,54486.0
3776,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",JK,SC,Gender-Neutral,,,,,8951.0,5781.0
3777,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",JK,SC,Female-only (including Supernumerary),,,,,7487.0,11232.0
3778,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",JK,ST,Gender-Neutral,,,,,2628.0,1702.0
3779,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",JK,ST,Female-only (including Supernumerary),,,,,4921.0,2765.0
3780,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",LA,OPEN,Gender-Neutral,,,,,211316.0,106399.0
3781,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,24484.0,29297.0,28114.0,23198.0,23555.0,22282.0
3782,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),,,33599.0,34110.0,34779.0,30960.0
3783,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,992.0,985.0,1213.0,752.0,834.0,442.0
3784,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,,,,3219.0,3856.0,3366.0
3785,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),,,,4379.0,5947.0,4924.0
3786,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,7534.0,8713.0,7958.0,8014.0,7593.0,6861.0
3787,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),,,9715.0,15111.0,15627.0,10790.0
3788,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,,,,,733.0,164.0
3789,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4707.0,5249.0,3753.0,3508.0,4205.0,2663.0
3790,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),,,5935.0,5427.0,8813.0,5199.0
3791,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2208.0,3321.0,1367.0,934.0,2086.0,974.0
3792,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",JK,OPEN,Gender-Neutral,,,,,83853.0,67795.0
3793,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",JK,OPEN,Female-only (including Supernumerary),,,,,132506.0,112740.0
3794,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",JK,OPEN (PwD),Gender-Neutral,,,,,1400.0,1306.0
3795,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",JK,EWS,Gender-Neutral,,,,,35955.0,34317.0
3796,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",JK,EWS,Female-only (including Supernumerary),,,,,56536.0,
3797,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",JK,OBC-NCL,Gender-Neutral,,,,,385875.0,70896.0
3798,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",JK,SC,Gender-Neutral,,,,,25971.0,19455.0
3799,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",JK,SC,Female-only (including Supernumerary),,,,,42768.0,34088.0
3800,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",JK,ST,Gender-Neutral,,,,,3496.0,6044.0
3801,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",JK,ST,Female-only (including Supernumerary),,,,,4878.0,15022.0
3802,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",LA,OPEN,Gender-Neutral,,,,,279851.0,238277.0
3803,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",LA,OPEN,Female-only (including Supernumerary),,,,,281181.0,276845.0
3804,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,33933.0,38732.0,40066.0,38524.0,41365.0,42188.0
3805,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),,,47702.0,43898.0,52793.0,51536.0
3806,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1433.0,,,,2394.0,1704.0
3807,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,,,,5128.0,7272.0,6492.0
3808,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),,,,6809.0,9211.0,8553.0
3809,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11286.0,11996.0,12706.0,12066.0,12644.0,13448.0
3810,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),,,18090.0,17760.0,20859.0,20520.0
3811,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,,,,,1091.0,
3812,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5668.0,7070.0,6777.0,6699.0,7357.0,6710.0
3813,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),,,9716.0,9002.0,11700.0,9115.0
3814,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1897.0,3771.0,3131.0,2459.0,2267.0,2016.0
3815,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),,,,3299.0,5884.0,3657.0
3816,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,OPEN,Gender-Neutral,,,,,72663.0,46867.0
3817,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,OPEN,Female-only (including Supernumerary),,,,,135152.0,86281.0
3818,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,OPEN (PwD),Gender-Neutral,,,,,924.0,1275.0
3819,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,EWS,Gender-Neutral,,,,,37143.0,25389.0
3820,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,OBC-NCL,Gender-Neutral,,,,,248607.0,180945.0
3821,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,OBC-NCL,Female-only (including Supernumerary),,,,,95026.0,
3822,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,SC,Gender-Neutral,,,,,27654.0,11911.0
3823,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,SC,Female-only (including Supernumerary),,,,,41131.0,20928.0
3824,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,ST,Gender-Neutral,,,,,6472.0,4455.0
3825,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,ST,Female-only (including Supernumerary),,,,,10717.0,
3826,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",LA,OPEN,Gender-Neutral,,,,,343612.0,218257.0
3827,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",LA,OPEN,Female-only (including Supernumerary),,,,,287660.0,191279.0
3828,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,33057.0,36627.0,37698.0,33388.0,36006.0,34383.0
3829,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),,,38503.0,42297.0,42008.0,42286.0
3830,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,,,1415.0,2307.0,1730.0,993.0
3831,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,,,,4378.0,6281.0,5403.0
3832,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),,,,5918.0,7582.0,6460.0
3833,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11036.0,11815.0,11290.0,11040.0,11380.0,10274.0
3834,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),,,18079.0,16871.0,20234.0,14698.0
3835,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,425.0,,,,1010.0,387.0
3836,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5863.0,7461.0,7433.0,6341.0,6998.0,4877.0
3837,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),,,9514.0,5115.0,10529.0,7586.0
3838,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2466.0,4555.0,2503.0,2967.0,3025.0,1851.0
3839,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),,,6077.0,3798.0,4602.0,3047.0
3840,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK,OPEN,Gender-Neutral,,,,,58271.0,40415.0
3841,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK,OPEN,Female-only (including Supernumerary),,,,,147055.0,68687.0
3842,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK,OPEN (PwD),Gender-Neutral,,,,,1024.0,1014.0
3843,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK,EWS,Gender-Neutral,,,,,17416.0,14809.0
3844,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK,OBC-NCL,Gender-Neutral,,,,,73781.0,75750.0
3845,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK,SC,Gender-Neutral,,,,,17303.0,7729.0
3846,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK,SC,Female-only (including Supernumerary),,,,,12396.0,18019.0
3847,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK,ST,Gender-Neutral,,,,,5447.0,3672.0
3848,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK,ST,Female-only (including Supernumerary),,,,,6781.0,7429.0
3849,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",LA,OPEN,Gender-Neutral,,,,,411720.0,144195.0
3850,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,31600.0,36954.0,35439.0,29442.0,29485.0,27989.0
3851,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),,,41577.0,42246.0,40762.0,36330.0
3852,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,,,1417.0,1563.0,1497.0,591.0
3853,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,,,,3919.0,4979.0,4399.0
3854,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),,,,,7298.0,5802.0
3855,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10682.0,11946.0,10870.0,10342.0,10209.0,8420.0
3856,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),,,14654.0,16844.0,17490.0,13359.0
3857,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6418.0,7854.0,6525.0,5345.0,5387.0,3468.0
3858,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),,,6543.0,8806.0,9870.0,5660.0
3859,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,3543.0,4782.0,2877.0,2731.0,3110.0,1198.0
3860,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),,,7028.0,4225.0,3196.0,3304.0
3861,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",JK,OPEN,Gender-Neutral,,,,,92078.0,79171.0
3862,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",JK,OPEN,Female-only (including Supernumerary),,,,,171692.0,124348.0
3863,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",JK,OPEN (PwD),Gender-Neutral,,,,,1451.0,
3864,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",JK,EWS,Gender-Neutral,,,,,37177.0,50611.0
3865,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",JK,OBC-NCL,Gender-Neutral,,,,,387847.0,218961.0
3866,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",JK,SC,Gender-Neutral,,,,,19565.0,21199.0
3867,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",JK,SC,Female-only (including Supernumerary),,,,,49304.0,41327.0
3868,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",JK,ST,Gender-Neutral,,,,,5688.0,5777.0
3869,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",JK,ST,Female-only (including Supernumerary),,,,,10580.0,11576.0
3870,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",LA,OPEN,Gender-Neutral,,,,,375315.0,200706.0
3871,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",LA,OPEN,Female-only (including Supernumerary),,,,,380840.0,364676.0
3872,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,32630.0,38781.0,38991.0,38908.0,44152.0,48387.0
3873,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),,,51178.0,51995.0,58885.0,63701.0
3874,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,,,,2293.0,2363.0,
3875,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,,,,4971.0,7740.0,7644.0
3876,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),,,,6939.0,9782.0,9325.0
3877,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10451.0,11699.0,12625.0,12249.0,13716.0,15187.0
3878,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),,,19274.0,19892.0,21767.0,23466.0
3879,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4383.0,7243.0,6701.0,6973.0,8186.0,7024.0
3880,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),,,9726.0,9322.0,12292.0,10856.0
3881,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2349.0,3819.0,3011.0,2704.0,3043.0,2726.0
3882,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),,,,,6360.0,4045.0
3883,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,OPEN,Gender-Neutral,,,,,124575.0,94263.0
3884,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,OPEN,Female-only (including Supernumerary),,,,,215174.0,150411.0
3885,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,OPEN (PwD),Gender-Neutral,,,,,1656.0,
3886,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,EWS,Gender-Neutral,,,,,54295.0,
3887,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,SC,Gender-Neutral,,,,,39581.0,39093.0
3888,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,SC,Female-only (including Supernumerary),,,,,31078.0,
3889,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,ST,Gender-Neutral,,,,,11775.0,9432.0
3890,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,ST,Female-only (including Supernumerary),,,,,26590.0,19820.0
3891,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",LA,OPEN,Gender-Neutral,,,,,505526.0,302098.0
3892,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,41160.0,43342.0,46532.0,45900.0,50871.0,58636.0
3893,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),,,53878.0,54208.0,59949.0,68612.0
3894,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,,,,5975.0,8801.0,8828.0
3895,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),,,,7453.0,10474.0,10045.0
3896,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,13178.0,13647.0,15321.0,14349.0,16005.0,17354.0
3897,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),,,20354.0,20155.0,21935.0,24409.0
3898,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7439.0,8251.0,9345.0,7863.0,9578.0,8474.0
3899,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),,,12032.0,9648.0,12745.0,11441.0
